temperatura,vibracao,corrente_eletrica,rotacao,carga_maquina,tempo_operacao_horas,turno,tipo_equipamento,historico_manutencao,dias_desde_ultima_manutencao,falha_ocorrida,tempo_ate_falha_horas
68.82,1.538,22.5,2455.0,34.17,4083.5,manha,CNC,0,9.8,0,738.3
64.62,2.13,26.12,2508.0,32.93,1441.4,noite,bomba,3,89.7,0,540.2
74.01,2.801,30.13,2838.0,62.96,1331.0,noite,CNC,3,41.6,0,842.0
89.15,4.085,35.04,1288.0,83.11,2954.8,tarde,prensa,2,101.9,0,395.4
80.46,3.734,36.49,1139.0,78.58,2296.5,manha,prensa,2,190.0,0,252.8
78.51,3.364,26.67,2719.0,73.41,2950.3,noite,CNC,1,21.0,0,409.0
65.04,1.945,21.12,2549.0,21.14,1895.4,manha,CNC,5,78.1,0,858.9
89.31,2.263,30.25,2808.0,72.83,2436.1,tarde,CNC,1,23.3,0,452.3
60.83,2.781,24.42,2628.0,32.26,2165.3,manha,bomba,1,29.2,0,510.7
69.26,2.522,31.91,2589.0,55.54,2927.0,noite,CNC,3,47.9,0,602.5
76.6,3.425,32.31,1568.0,68.33,1300.7,noite,esteira,4,171.1,0,307.7
76.11,2.388,37.46,1660.0,78.88,2548.5,tarde,esteira,1,39.2,0,573.2
82.34,3.268,35.99,1473.0,87.33,4957.3,manha,esteira,1,46.9,0,328.6
79.87,3.273,36.81,2080.0,78.73,4798.8,tarde,bomba,4,59.1,0,240.0
76.51,2.43,24.36,1267.0,47.77,2724.5,manha,prensa,2,46.2,0,468.5
86.12,4.19,38.43,2245.0,96.4,1283.0,noite,CNC,3,21.0,0,505.6
82.83,3.916,32.73,2232.0,83.31,6292.3,manha,compressor,2,107.4,0,240.0
71.79,2.23,27.74,2177.0,45.64,2927.6,manha,compressor,0,36.2,0,587.2
69.44,3.056,23.89,1196.0,34.91,5947.5,tarde,prensa,5,14.9,0,577.8
80.05,1.768,29.51,2524.0,59.54,2998.0,tarde,bomba,2,62.8,0,595.1
86.51,2.498,35.51,1336.0,88.15,335.7,noite,esteira,3,111.8,0,240.0
74.57,2.782,28.32,2787.0,42.72,6269.5,manha,CNC,4,26.4,0,631.7
77.18,3.085,32.71,1259.0,70.4,3759.9,noite,prensa,2,42.0,0,612.2
81.42,2.605,34.32,2440.0,78.49,2381.4,manha,bomba,2,49.3,0,495.6
75.19,2.896,34.19,2373.0,80.84,658.1,manha,bomba,1,34.0,0,460.0
89.73,4.035,39.03,1168.0,92.81,3995.1,tarde,prensa,3,50.6,0,346.0
85.6,2.738,31.27,2112.0,65.21,2981.4,manha,compressor,1,139.9,0,240.0
82.57,3.942,36.61,1903.0,99.73,7278.0,tarde,compressor,1,51.3,1,1.0
80.38,3.089,34.87,2206.0,73.97,5617.1,manha,bomba,4,72.2,0,240.0
69.73,2.412,23.85,2773.0,36.66,5850.3,manha,CNC,2,38.0,0,691.0
78.95,2.98,28.93,2136.0,50.75,2681.7,noite,compressor,1,61.7,1,121.5
75.18,1.818,32.79,2520.0,66.61,2610.9,manha,CNC,0,67.2,0,295.6
82.77,3.633,34.1,2625.0,88.67,3000.9,tarde,CNC,1,86.1,0,554.9
78.92,1.794,31.56,1523.0,76.73,1543.6,noite,esteira,6,35.2,1,256.0
76.53,2.384,26.44,2316.0,57.4,2423.7,manha,bomba,3,43.3,0,637.6
82.49,2.71,32.21,2081.0,71.6,2137.1,noite,compressor,2,92.0,0,636.3
82.07,2.957,33.39,2069.0,63.9,4627.8,manha,compressor,2,37.7,0,500.9
86.44,3.559,35.06,2181.0,81.22,5165.2,tarde,compressor,2,20.9,0,426.2
83.63,3.33,40.49,2438.0,95.72,3484.7,manha,bomba,3,34.1,0,240.0
75.23,2.395,28.72,1145.0,50.53,1381.0,noite,prensa,3,90.0,0,489.0
84.71,2.77,31.74,1106.0,71.44,6496.0,tarde,prensa,1,99.0,0,523.8
79.41,3.26,31.88,2103.0,73.86,3983.2,tarde,compressor,4,79.6,0,575.5
71.67,2.593,29.35,1803.0,41.9,2880.1,noite,compressor,3,109.6,0,588.8
75.59,3.41,33.3,1888.0,67.51,3297.6,manha,compressor,2,133.0,0,240.0
88.39,3.239,33.97,2309.0,78.83,910.8,noite,bomba,2,182.3,0,240.0
87.02,3.535,31.24,2046.0,61.38,2139.5,tarde,compressor,3,82.5,0,370.8
69.74,2.471,25.61,2507.0,45.53,4853.0,noite,bomba,3,46.2,0,959.0
81.28,3.093,28.58,2234.0,77.03,878.3,noite,bomba,3,15.9,0,856.0
74.93,1.921,25.51,2043.0,37.14,859.2,noite,compressor,1,19.7,0,784.8
80.3,3.642,33.56,2069.0,87.04,3997.7,manha,compressor,1,27.8,0,382.8
78.82,3.241,28.27,1998.0,53.76,3163.9,noite,compressor,2,101.4,0,451.7
82.61,2.276,29.63,2567.0,69.24,886.2,noite,CNC,1,29.4,0,870.2
69.31,1.455,25.71,2580.0,43.21,2021.8,tarde,CNC,1,29.2,0,1044.0
74.85,2.931,29.18,1565.0,67.99,2880.1,manha,esteira,1,31.6,0,357.0
89.77,3.118,35.7,2025.0,82.67,2682.3,noite,compressor,1,50.4,0,453.2
81.99,2.909,37.01,2578.0,85.94,3014.5,manha,CNC,2,62.9,0,647.0
82.59,3.13,37.43,2227.0,91.85,1929.2,tarde,bomba,3,62.7,0,320.5
63.75,1.248,19.21,1824.0,27.4,2763.8,tarde,esteira,2,32.4,0,980.2
81.95,2.912,25.04,2640.0,51.37,3481.1,manha,CNC,1,97.3,0,756.7
74.47,2.204,24.73,1716.0,49.58,3328.1,noite,esteira,0,47.8,0,868.7
82.66,3.012,34.96,1188.0,72.0,1965.2,manha,prensa,0,88.6,0,419.0
79.09,3.195,35.26,2406.0,64.39,3669.1,tarde,bomba,3,52.7,0,532.5
68.0,2.287,26.54,2483.0,52.52,1277.5,noite,bomba,0,31.5,0,802.4
77.36,3.152,28.02,2646.0,60.44,1588.8,manha,CNC,3,38.8,0,701.0
80.86,3.096,37.3,1244.0,80.1,3994.5,tarde,prensa,1,26.6,0,471.1
80.75,2.302,33.16,2119.0,77.16,3625.3,manha,compressor,1,14.4,0,733.7
79.05,2.535,32.32,1200.0,70.71,2075.5,noite,prensa,1,57.1,0,621.5
80.06,2.195,31.46,2399.0,65.4,1568.0,noite,bomba,5,23.4,0,518.8
83.81,2.538,30.33,2805.0,66.83,1704.8,manha,CNC,4,17.7,0,499.2
72.6,3.432,27.39,2491.0,56.13,3394.0,tarde,CNC,5,85.8,0,555.1
86.87,3.303,34.11,2585.0,78.82,3034.2,tarde,bomba,2,114.1,0,529.2
75.58,2.371,30.28,2495.0,66.19,1505.3,tarde,bomba,3,29.3,0,743.1
82.68,3.354,24.43,2478.0,49.45,3610.9,tarde,CNC,1,294.4,0,240.0
72.71,2.46,25.32,1628.0,49.12,2019.8,tarde,esteira,0,84.1,0,485.1
74.22,2.666,31.52,1635.0,71.1,1306.2,tarde,esteira,2,56.7,0,585.6
77.08,3.016,32.87,2469.0,79.55,1816.6,manha,bomba,1,9.8,0,448.8
75.93,2.409,30.36,2060.0,56.15,2534.7,manha,compressor,1,71.4,0,395.4
85.59,4.191,34.6,2422.0,87.7,3538.6,noite,CNC,1,21.1,0,803.0
77.62,2.271,34.63,1433.0,66.57,3409.1,manha,esteira,8,23.9,0,693.8
98.61,3.217,37.36,2062.0,88.86,2259.1,tarde,compressor,2,76.4,0,341.6
82.5,3.598,32.6,1524.0,72.43,2713.4,manha,esteira,5,161.7,0,264.7
67.17,2.843,24.43,2083.0,39.41,2141.9,noite,compressor,1,58.5,0,776.1
81.65,2.356,29.9,2445.0,61.7,1507.0,tarde,bomba,0,96.6,0,339.0
68.9,2.51,16.37,2564.0,15.04,2310.4,tarde,CNC,1,159.8,0,454.7
76.16,2.243,31.87,2767.0,69.27,654.1,manha,CNC,3,14.2,0,961.8
81.56,3.611,40.86,1746.0,93.92,5220.6,tarde,esteira,4,77.2,0,310.6
83.63,3.512,37.0,2371.0,84.01,2672.1,noite,bomba,3,116.6,0,307.9
74.23,3.421,20.57,2356.0,31.89,3103.2,tarde,bomba,2,105.2,0,463.6
86.41,3.976,35.56,1203.0,81.07,1549.4,tarde,prensa,2,111.2,0,344.1
89.88,3.734,36.78,1328.0,84.64,2658.8,noite,prensa,3,35.3,0,368.1
83.32,2.982,35.83,1510.0,73.85,2921.5,manha,esteira,1,64.4,0,240.0
84.49,2.726,33.04,2711.0,80.6,2080.3,tarde,CNC,3,117.5,0,391.2
68.75,3.039,38.12,2512.0,79.3,2148.4,manha,bomba,1,75.3,0,334.6
71.08,2.0,31.39,1789.0,68.73,1011.2,manha,esteira,1,18.9,0,672.5
73.1,2.925,29.04,2125.0,63.1,6163.2,tarde,compressor,4,22.2,0,448.5
83.44,2.868,27.23,2635.0,61.18,1535.1,noite,CNC,2,107.2,0,451.2
77.53,1.569,31.15,1585.0,68.43,1662.5,noite,esteira,7,4.0,0,649.9
82.81,3.206,34.76,2351.0,80.1,5406.6,noite,bomba,4,78.5,0,535.8
70.29,2.497,23.76,2402.0,43.23,3186.3,tarde,bomba,4,88.7,0,697.1
81.65,3.192,31.26,1404.0,58.41,3555.1,manha,prensa,2,69.3,0,439.6
74.84,2.396,32.72,2336.0,69.05,966.2,tarde,bomba,3,89.0,0,431.0
71.61,2.49,28.25,1883.0,51.66,2639.6,noite,compressor,3,88.5,0,586.8
68.83,2.005,26.66,2127.0,52.97,974.2,noite,compressor,2,5.7,0,889.7
80.62,2.651,33.41,2132.0,74.23,1394.0,tarde,compressor,2,10.5,0,546.6
69.84,1.981,30.16,2756.0,44.96,6658.2,tarde,CNC,3,29.6,0,561.2
75.98,2.83,25.86,1496.0,51.24,1231.5,noite,esteira,3,69.1,0,591.6
79.75,3.187,29.83,1441.0,77.26,3460.5,noite,esteira,0,64.2,0,331.6
70.84,3.829,28.85,2016.0,58.32,1309.1,noite,compressor,4,22.7,0,528.3
74.1,2.477,25.61,1975.0,46.36,1414.5,tarde,compressor,0,121.5,0,637.1
81.52,4.125,30.29,1290.0,80.01,8901.8,manha,esteira,3,187.5,0,240.0
73.92,2.02,28.73,2474.0,50.94,2265.9,tarde,CNC,3,88.4,0,419.3
81.34,3.223,29.03,2130.0,67.67,917.5,manha,bomba,2,63.4,0,545.1
73.99,2.593,24.08,2163.0,44.94,3543.3,noite,compressor,2,69.9,0,751.0
78.01,2.89,35.17,2417.0,77.25,4661.3,tarde,bomba,2,31.9,0,478.9
76.42,3.006,32.16,2932.0,57.29,3728.2,tarde,CNC,0,18.1,0,498.9
84.95,4.006,42.71,2174.0,94.83,2149.0,manha,bomba,2,98.2,0,459.2
82.15,2.57,28.71,2318.0,66.53,2192.4,tarde,compressor,2,87.9,0,399.3
73.49,2.361,27.19,2362.0,44.28,1728.0,tarde,bomba,4,98.9,0,881.7
80.01,3.806,33.51,2433.0,89.62,1134.5,manha,CNC,0,67.5,0,831.3
71.19,2.467,29.75,1829.0,58.3,2889.9,noite,compressor,0,16.9,0,678.5
72.83,2.446,29.53,2359.0,60.81,2085.6,manha,bomba,2,15.9,0,509.3
84.08,3.217,31.36,2771.0,85.55,984.4,tarde,CNC,6,23.2,0,587.8
90.47,3.947,35.89,2637.0,80.34,2299.3,manha,CNC,2,132.4,0,265.5
79.63,3.387,36.81,2606.0,92.07,1541.0,tarde,CNC,2,14.6,0,585.1
71.32,2.51,29.59,2226.0,52.41,2803.0,tarde,compressor,2,47.0,0,919.5
78.87,1.619,26.93,2664.0,57.21,2644.7,noite,CNC,1,34.6,0,535.0
82.59,3.255,39.13,1046.0,81.48,1911.6,manha,prensa,2,16.4,0,582.0
77.87,3.01,31.04,2228.0,61.17,2364.3,noite,compressor,3,73.1,0,544.5
85.88,4.043,35.9,1329.0,84.96,2485.4,tarde,esteira,2,135.1,0,240.0
76.85,2.649,28.85,1091.0,40.77,3993.8,manha,prensa,1,50.1,0,389.6
85.39,2.603,35.1,2632.0,82.84,2313.6,manha,CNC,2,12.3,0,666.2
64.55,1.335,22.0,2462.0,33.76,1753.9,manha,bomba,1,41.2,0,673.3
79.38,2.498,35.0,1438.0,74.84,2028.5,noite,esteira,2,33.0,0,594.7
79.45,2.752,28.64,2153.0,55.09,5907.0,manha,bomba,4,41.4,0,451.4
75.65,2.688,32.26,2014.0,60.79,1340.1,tarde,compressor,0,44.9,0,417.2
79.1,2.456,28.42,2158.0,52.07,2109.1,tarde,compressor,3,149.5,0,240.0
84.35,2.219,41.8,2612.0,94.17,2090.1,noite,CNC,2,70.2,0,377.0
74.48,2.322,31.67,2539.0,69.67,2143.5,tarde,bomba,3,69.7,0,702.9
79.55,1.606,30.25,1313.0,66.07,734.7,noite,prensa,5,32.5,0,727.4
83.04,2.484,32.52,1150.0,66.98,1108.2,manha,prensa,5,96.1,0,549.6
77.38,2.729,26.75,2524.0,49.31,2021.8,noite,CNC,1,104.1,0,646.9
68.46,3.003,27.34,1540.0,59.53,1699.3,manha,esteira,2,79.8,0,665.0
84.69,1.836,34.52,2095.0,66.11,2795.6,manha,compressor,1,74.9,0,433.2
81.22,2.382,29.23,1246.0,67.08,4315.7,noite,prensa,2,15.8,0,330.4
90.99,3.598,39.87,2646.0,94.55,2921.5,manha,CNC,1,68.1,0,247.4
77.92,3.008,35.59,1177.0,70.65,2539.3,manha,prensa,4,127.3,1,1.0
87.69,3.264,36.38,1473.0,93.43,3086.8,tarde,esteira,0,70.4,0,323.5
84.36,3.254,34.57,2517.0,77.98,2676.3,manha,CNC,2,87.7,0,435.6
78.44,2.933,33.99,2501.0,87.02,2353.0,manha,CNC,4,41.5,0,751.1
72.77,2.683,29.49,1616.0,49.68,3909.7,tarde,esteira,2,30.5,0,595.0
70.84,3.483,27.27,2540.0,61.0,152.5,noite,CNC,4,21.1,0,867.0
71.6,1.941,27.39,2126.0,40.06,1988.7,noite,bomba,0,114.2,0,414.7
89.55,3.264,33.83,1203.0,75.02,1098.0,manha,prensa,1,48.2,0,443.5
78.63,3.707,29.04,2417.0,64.03,1664.3,tarde,bomba,2,104.8,0,390.4
73.17,3.114,25.95,2063.0,47.32,1530.6,noite,compressor,2,37.7,0,617.1
76.79,3.108,32.98,1863.0,68.72,6791.6,manha,compressor,3,109.4,0,240.0
78.24,2.571,28.02,2776.0,62.11,4456.8,manha,CNC,2,55.6,0,748.9
86.41,2.639,39.1,1254.0,95.65,2557.1,manha,prensa,0,41.2,0,335.0
64.57,2.138,26.51,2236.0,43.57,1555.3,tarde,compressor,5,41.5,0,629.8
72.55,2.55,28.59,2610.0,58.44,3887.7,manha,CNC,3,93.7,0,365.6
85.35,3.349,34.2,2123.0,72.72,2500.4,noite,compressor,2,70.3,0,264.9
91.93,3.051,35.25,1045.0,89.01,1991.3,noite,prensa,2,94.1,0,317.4
71.44,2.465,24.12,2213.0,36.28,2512.2,manha,CNC,2,126.2,0,454.2
76.79,2.323,28.13,1529.0,57.01,2023.7,tarde,esteira,3,45.6,0,701.5
73.67,2.176,26.07,1331.0,56.27,3066.3,manha,esteira,2,80.7,0,431.5
78.36,3.199,34.91,1634.0,88.44,1031.8,manha,esteira,1,50.3,0,323.4
89.86,2.809,30.44,1346.0,73.87,3054.1,noite,prensa,2,39.1,0,240.0
66.5,2.379,26.54,1557.0,53.27,2022.1,tarde,esteira,0,70.9,0,661.5
84.71,2.562,31.37,1116.0,80.95,3935.8,noite,prensa,2,15.6,0,708.4
76.29,2.624,28.67,2605.0,64.0,4514.4,tarde,CNC,1,100.7,0,240.0
86.07,3.879,36.46,1544.0,99.77,5054.1,manha,esteira,2,65.5,0,370.0
81.33,1.882,29.42,2425.0,53.25,7808.1,tarde,bomba,1,31.6,0,373.0
84.45,3.703,33.23,2232.0,83.82,7070.9,manha,bomba,2,66.6,0,407.1
72.3,2.337,24.69,986.0,47.26,4958.1,noite,prensa,0,11.6,0,926.3
80.6,2.191,33.88,1279.0,80.98,3867.4,tarde,prensa,2,20.5,0,305.9
79.67,2.237,37.24,1542.0,78.02,1130.4,manha,esteira,1,20.6,0,536.1
77.28,3.111,31.76,2497.0,85.03,428.1,tarde,bomba,1,18.7,0,679.8
86.77,4.525,37.98,2049.0,88.43,4162.1,tarde,compressor,2,46.6,0,381.5
79.65,3.817,32.86,2050.0,68.83,1389.4,noite,compressor,3,66.4,0,440.6
87.86,4.035,39.49,1901.0,82.1,9771.3,manha,compressor,2,231.6,0,240.0
80.45,3.83,36.75,2011.0,87.74,845.2,manha,compressor,0,110.8,0,410.4
72.93,2.08,28.04,2974.0,51.54,3776.1,manha,CNC,2,8.7,0,826.1
77.94,2.813,30.71,2561.0,63.22,2671.7,tarde,CNC,3,152.0,0,541.5
72.57,2.522,28.47,1499.0,56.14,915.1,tarde,esteira,2,31.9,0,591.2
74.05,3.298,34.92,2155.0,76.49,2662.2,manha,compressor,3,76.7,0,632.0
76.29,2.869,30.01,1294.0,64.84,1502.0,tarde,prensa,7,47.6,0,548.2
88.13,2.709,41.23,2349.0,83.0,2270.5,tarde,bomba,2,158.2,0,332.5
70.35,2.302,31.46,2516.0,60.61,2289.3,manha,CNC,0,104.7,0,459.6
80.75,2.224,25.93,2430.0,42.05,1515.7,noite,CNC,1,143.9,0,525.2
80.59,3.072,31.73,2628.0,70.23,1916.0,tarde,CNC,2,79.6,0,486.5
83.83,3.528,36.15,1207.0,87.5,1424.8,tarde,prensa,3,37.6,0,646.6
68.82,2.876,23.46,2576.0,31.44,674.1,tarde,CNC,2,87.6,0,589.6
71.05,2.212,28.78,2470.0,50.17,2534.7,manha,bomba,3,126.2,0,339.8
94.41,4.463,39.27,1317.0,97.1,4944.1,noite,prensa,2,27.9,0,272.3
75.94,2.497,31.43,1377.0,52.63,1479.0,tarde,prensa,4,73.0,0,428.1
82.19,3.294,30.85,2458.0,72.43,6323.8,tarde,CNC,2,97.2,0,240.0
83.19,2.903,31.49,2749.0,66.43,7053.8,noite,CNC,1,35.0,0,240.0
76.05,2.577,27.01,2403.0,55.55,1817.9,noite,CNC,2,41.7,0,532.1
77.19,3.188,31.88,2632.0,73.77,2086.6,noite,CNC,2,50.6,0,636.0
83.7,3.645,34.83,2743.0,86.81,1840.0,manha,CNC,1,73.5,0,571.2
75.48,2.201,30.1,2279.0,54.07,1141.9,manha,bomba,3,55.6,0,642.7
79.56,2.901,30.79,1059.0,68.73,2092.6,tarde,prensa,2,59.8,0,565.4
71.96,2.53,31.77,2337.0,56.9,1952.9,tarde,bomba,3,169.1,0,763.7
84.89,3.108,35.95,2610.0,73.49,2509.2,tarde,bomba,3,54.1,0,394.3
79.44,3.136,31.91,2819.0,62.03,2589.4,noite,CNC,0,137.2,0,394.4
78.49,2.77,29.47,1600.0,69.99,1084.7,manha,esteira,4,217.0,0,350.4
79.93,2.038,34.73,2281.0,68.91,3356.1,manha,bomba,2,30.0,0,407.0
79.66,3.113,33.53,1483.0,82.31,2077.6,tarde,esteira,3,106.6,1,1.0
70.56,3.164,29.78,1545.0,62.88,1228.6,manha,prensa,2,39.5,0,719.1
80.27,3.773,32.8,2174.0,66.69,2049.3,tarde,compressor,1,103.5,0,442.4
77.18,1.913,27.07,2442.0,54.44,2648.0,noite,CNC,3,38.5,0,517.2
83.31,3.645,38.75,2734.0,88.65,5459.9,tarde,CNC,2,7.7,0,538.4
82.32,3.759,34.69,1933.0,72.57,4977.2,noite,compressor,2,93.5,0,240.0
74.5,3.226,34.55,1193.0,53.26,1724.3,tarde,prensa,5,61.0,0,336.1
83.03,3.593,34.15,2132.0,74.56,2163.7,tarde,compressor,3,129.4,0,240.0
70.71,1.831,26.95,1492.0,50.04,1397.9,manha,esteira,2,38.1,0,748.8
89.45,3.765,41.66,2301.0,94.39,2899.4,noite,bomba,3,53.7,0,240.0
78.66,1.343,26.63,2798.0,61.6,1783.2,tarde,CNC,3,36.6,0,577.9
87.55,2.316,33.67,2201.0,71.97,2119.8,manha,compressor,0,19.9,0,605.2
84.76,2.389,31.06,2425.0,65.33,4244.8,tarde,bomba,0,71.5,0,676.0
75.29,2.432,34.92,2676.0,72.71,1081.7,noite,bomba,2,53.9,0,612.7
77.57,2.114,37.53,2112.0,65.08,4983.6,manha,compressor,2,11.1,0,632.5
89.47,3.367,35.04,2623.0,87.95,3065.0,noite,CNC,0,132.3,0,508.3
73.47,2.722,35.7,1443.0,78.84,4853.6,noite,esteira,2,58.9,0,638.2
73.13,2.227,29.18,2513.0,43.89,3652.3,noite,CNC,2,35.7,0,511.6
76.88,3.216,34.19,1018.0,66.81,4032.1,tarde,prensa,1,94.3,0,281.4
86.52,2.981,37.51,2710.0,91.61,2436.0,tarde,CNC,1,112.8,0,240.0
82.7,2.784,37.22,2595.0,86.54,1207.6,noite,CNC,0,21.8,0,759.1
70.49,2.495,30.33,2762.0,72.69,1644.0,tarde,bomba,0,18.9,0,942.5
80.34,1.268,30.66,2306.0,46.19,1450.6,manha,bomba,1,41.7,0,716.0
71.74,2.345,26.64,2311.0,56.06,558.4,manha,bomba,2,74.8,0,699.0
92.79,3.906,33.52,2044.0,81.56,4240.6,noite,compressor,1,147.3,0,240.0
72.17,3.015,31.84,1128.0,71.84,2274.5,tarde,prensa,0,3.7,0,707.7
81.85,2.846,33.7,2146.0,82.65,1376.9,manha,bomba,2,176.3,0,373.8
85.78,3.26,33.93,2124.0,71.62,6902.1,manha,compressor,6,63.2,0,240.0
80.35,4.06,29.28,1701.0,57.78,8575.9,noite,compressor,3,126.0,1,1.0
88.35,2.609,34.59,2635.0,87.94,990.9,tarde,CNC,1,120.3,0,385.9
84.22,2.997,32.5,2419.0,81.66,2091.7,noite,bomba,0,54.0,0,440.5
77.18,2.22,35.88,2764.0,76.87,2010.0,noite,CNC,2,41.0,0,381.9
85.84,2.79,35.05,2447.0,77.78,1306.9,noite,bomba,2,78.5,0,240.0
82.72,2.672,30.1,2979.0,71.86,4184.4,noite,CNC,3,64.4,0,427.8
69.24,2.601,30.76,1213.0,58.56,564.0,manha,prensa,2,34.2,0,571.5
80.62,2.951,31.0,1880.0,65.98,5922.6,tarde,compressor,1,54.0,0,461.1
84.5,2.472,31.19,1590.0,78.46,2497.5,manha,prensa,4,44.2,0,484.4
69.28,3.154,19.82,2049.0,23.92,6582.0,noite,compressor,3,57.7,0,463.8
82.86,3.289,36.33,2498.0,79.42,2374.3,manha,CNC,2,112.7,0,452.0
69.32,2.319,27.29,1320.0,37.8,2005.5,tarde,esteira,3,43.9,0,715.3
78.89,2.944,37.45,2313.0,89.03,4372.4,noite,bomba,3,69.0,0,412.1
72.44,2.28,26.41,1387.0,52.79,6557.9,manha,esteira,4,53.3,0,811.6
79.89,3.646,33.32,1945.0,69.2,5965.9,noite,compressor,1,52.8,0,394.1
81.38,2.286,34.19,2151.0,74.99,755.6,manha,bomba,0,47.3,0,505.8
80.55,3.185,29.99,1423.0,84.93,5106.1,tarde,esteira,3,80.0,0,526.0
91.51,2.997,38.66,2467.0,93.24,1944.8,tarde,bomba,1,5.1,0,576.8
82.02,2.264,35.59,1928.0,82.63,2227.2,manha,compressor,2,80.9,0,504.8
72.19,2.625,35.14,2336.0,63.82,1919.7,tarde,bomba,6,65.9,0,640.9
81.72,2.459,35.06,2332.0,64.79,1643.5,noite,bomba,2,62.9,0,604.8
69.5,2.037,21.68,1234.0,22.09,2105.9,manha,prensa,2,88.8,0,577.9
78.03,2.228,31.67,2325.0,62.44,1275.5,tarde,compressor,2,12.5,0,944.9
76.83,2.505,28.69,2048.0,51.54,5123.4,noite,compressor,2,110.3,0,278.7
73.66,2.13,29.08,1355.0,62.71,3622.9,noite,esteira,3,46.3,0,517.3
76.67,2.227,27.01,2390.0,59.45,2778.1,manha,bomba,3,44.3,0,676.5
77.17,2.995,32.72,1564.0,81.2,1919.2,noite,esteira,3,28.5,0,534.9
84.84,2.42,30.87,1941.0,65.7,1713.2,manha,compressor,1,31.5,0,513.6
78.45,2.662,34.39,2542.0,69.44,3137.0,tarde,CNC,2,12.1,0,604.2
71.38,2.381,28.55,1390.0,54.21,2832.5,tarde,esteira,3,59.3,0,786.1
84.84,3.217,36.31,2588.0,93.96,4547.2,noite,CNC,0,37.8,0,512.0
73.88,3.277,30.23,2584.0,69.01,1731.4,manha,CNC,1,98.9,0,240.0
76.47,2.235,29.55,2183.0,54.44,1628.6,manha,bomba,2,71.5,0,610.1
75.07,2.496,31.6,1421.0,72.95,3536.9,noite,esteira,1,64.5,0,363.3
86.12,3.974,35.34,1207.0,92.84,3970.7,manha,prensa,3,40.9,0,337.4
76.65,2.243,19.33,2743.0,18.32,8212.7,tarde,CNC,2,49.1,0,713.8
69.66,1.773,32.69,2436.0,57.82,728.1,noite,CNC,0,144.1,0,556.1
72.55,1.34,26.14,1097.0,43.14,5283.5,tarde,prensa,3,40.5,0,479.2
67.19,2.959,30.41,2523.0,53.8,2641.4,manha,CNC,3,4.3,0,905.2
71.06,2.389,24.74,2444.0,53.25,1794.3,manha,CNC,2,47.5,0,869.8
66.87,2.014,24.68,1737.0,24.51,3161.2,noite,compressor,1,25.5,0,623.7
75.74,1.952,35.55,2450.0,79.94,3097.8,tarde,bomba,2,44.7,0,331.8
77.94,2.564,32.0,1257.0,60.18,1826.9,manha,prensa,1,57.2,0,586.1
76.61,1.515,25.32,1602.0,54.95,769.6,manha,esteira,3,25.9,0,737.9
74.42,2.129,29.39,1558.0,59.26,5293.9,manha,esteira,1,11.2,0,644.0
79.26,2.252,28.73,2590.0,61.49,1538.8,noite,CNC,2,48.2,0,511.3
91.71,3.377,33.2,1952.0,82.17,1390.0,manha,compressor,4,131.8,0,418.7
75.16,2.5,23.27,2224.0,45.2,1634.5,manha,compressor,2,55.1,0,657.6
65.21,2.762,25.86,2712.0,53.27,3859.8,tarde,CNC,1,67.2,0,648.7
72.13,2.189,24.72,2643.0,47.06,1966.4,manha,CNC,1,43.0,0,770.1
58.01,2.218,23.65,1943.0,25.28,1654.8,manha,compressor,4,75.5,0,757.2
78.67,2.354,32.04,2621.0,75.36,3040.4,noite,CNC,3,89.6,0,302.4
73.79,2.965,31.72,2392.0,71.02,2793.2,tarde,bomba,1,116.4,0,457.3
81.08,3.075,35.52,1394.0,75.9,1677.9,manha,esteira,5,138.9,0,417.8
78.87,3.041,35.15,2667.0,83.65,759.0,tarde,CNC,3,70.2,0,577.0
76.32,3.38,26.95,2438.0,53.06,3810.6,manha,bomba,1,118.5,0,240.0
85.8,3.009,36.08,1539.0,87.07,2824.0,manha,esteira,2,99.2,0,479.3
66.69,1.52,25.29,1645.0,49.17,586.2,tarde,esteira,2,76.8,0,793.0
81.61,2.975,30.46,1596.0,79.87,5723.5,tarde,esteira,2,54.2,0,466.6
63.2,2.094,28.91,2245.0,53.12,567.0,noite,compressor,0,8.3,0,764.5
75.65,2.486,34.17,1373.0,75.92,1460.3,noite,esteira,3,191.1,0,240.0
85.47,2.763,33.6,2745.0,77.37,1521.9,manha,CNC,4,59.9,0,709.8
76.31,3.594,32.04,2141.0,70.02,1693.5,noite,compressor,5,39.8,0,491.0
68.83,2.045,25.45,2760.0,44.34,1659.1,tarde,CNC,4,39.9,0,680.3
68.96,2.941,28.92,2088.0,40.76,1053.7,manha,compressor,3,88.8,0,345.6
70.76,3.067,31.3,2150.0,63.61,2666.9,noite,compressor,1,20.9,0,363.9
66.03,3.529,23.07,2464.0,30.78,4175.0,manha,CNC,2,131.6,0,419.6
74.89,2.668,32.17,1571.0,63.48,2645.7,tarde,esteira,1,69.6,0,597.4
81.5,3.217,36.85,2229.0,80.51,2915.5,noite,compressor,0,33.7,0,612.9
81.95,2.8,32.27,2850.0,65.76,1994.2,manha,CNC,4,81.0,0,580.9
77.07,3.125,33.71,2597.0,68.67,2585.2,noite,CNC,4,93.9,0,754.2
78.32,2.66,32.76,2321.0,66.49,3043.4,manha,compressor,1,32.6,0,811.7
